Product ID,Category,Sub-Category,Product Name,New Product ID
TEC-MA-10002981,Technology,Machines,I.R.I.S IRISCard Anywhere 5 Card Scanner,TEC-MA-10002981-I.R.I.S IRIS
TEC-PH-10003601,Technology,Phones,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",TEC-PH-10003601-Ativa D5772 
OFF-BI-10002003,Office Supplies,Binders,Ibico Presentation Index for Binding Systems,OFF-BI-10002003-Ibico Presen
OFF-PA-10003016,Office Supplies,Paper,"Adams ""While You Were Out"" Message Pads","OFF-PA-10003016-Adams ""While"
OFF-PA-10002246,Office Supplies,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",OFF-PA-10002246-Wirebound Fo
TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone,TEC-PH-10002890-AT&T 17929 L
TEC-MA-10003626,Technology,Machines,Hewlett-Packard Deskjet 6540 Color Inkjet Printer,TEC-MA-10003626-Hewlett-Pack
TEC-MA-10002412,Technology,Machines,Cisco TelePresence System EX90 Videoconferencing Unit,TEC-MA-10002412-Cisco TelePr
OFF-AR-10003183,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,OFF-AR-10003183-Avery Fluore
OFF-PA-10002319,Office Supplies,Paper,Xerox 1944,OFF-PA-10002319-Xerox 1944
OFF-PA-10001246,Office Supplies,Paper,Xerox 215,OFF-PA-10001246-Xerox 215
OFF-PA-10001815,Office Supplies,Paper,Xerox 1885,OFF-PA-10001815-Xerox 1885
FUR-FU-10001876,Furniture,Furnishings,"Computer Room Manger, 14""",FUR-FU-10001876-Computer Roo
TEC-PH-10004531,Technology,Phones,AT&T CL2909,TEC-PH-10004531-AT&T CL2909
TEC-PH-10000673,Technology,Phones,Plantronics Voyager Pro HD - Bluetooth Headset,TEC-PH-10000673-Plantronics 
TEC-PH-10002075,Technology,Phones,AT&T EL51110 DECT,TEC-PH-10002075-AT&T EL51110
TEC-PH-10003691,Technology,Phones,BlackBerry Q10,TEC-PH-10003691-BlackBerry Q
OFF-SU-10000157,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,OFF-SU-10000157-Compact Auto
TEC-AC-10004227,Technology,Accessories,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,TEC-AC-10004227-SanDisk Ultr
TEC-AC-10004127,Technology,Accessories,SanDisk Cruzer 8 GB USB Flash Drive,TEC-AC-10004127-SanDisk Cruz
FUR-CH-10002758,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",FUR-CH-10002758-Hon Deluxe F
OFF-ST-10000532,Office Supplies,Storage,Advantus Rolling Drawer Organizers,OFF-ST-10000532-Advantus Rol
TEC-AC-10003709,Technology,Accessories,Maxell 4.7GB DVD-R 5/Pack,TEC-AC-10003709-Maxell 4.7GB
OFF-BI-10003166,Office Supplies,Binders,GBC Plasticlear Binding Covers,OFF-BI-10003166-GBC Plasticl
OFF-ST-10004835,Office Supplies,Storage,Plastic Stacking Crates & Casters,OFF-ST-10004835-Plastic Stac
OFF-AP-10000159,Office Supplies,Appliances,Belkin F9M820V08 8 Outlet Surge,OFF-AP-10000159-Belkin F9M82
OFF-AP-10001242,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,OFF-AP-10001242-APC 7 Outlet
TEC-AC-10003433,Technology,Accessories,Maxell 4.7GB DVD+R 5/Pack,TEC-AC-10003433-Maxell 4.7GB
TEC-PH-10003187,Technology,Phones,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,TEC-PH-10003187-Anker Astro 
OFF-FA-10002763,Office Supplies,Fasteners,Advantus Map Pennant Flags and Round Head Tacks,OFF-FA-10002763-Advantus Map
OFF-PA-10004239,Office Supplies,Paper,Xerox 1953,OFF-PA-10004239-Xerox 1953
OFF-PA-10004782,Office Supplies,Paper,Xerox 228,OFF-PA-10004782-Xerox 228
FUR-FU-10001185,Furniture,Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",FUR-FU-10001185-Advantus Emp
OFF-PA-10003270,Office Supplies,Paper,Xerox 1954,OFF-PA-10003270-Xerox 1954
OFF-PA-10002421,Office Supplies,Paper,Embossed Ink Jet Note Cards,OFF-PA-10002421-Embossed Ink
OFF-PA-10002923,Office Supplies,Paper,Xerox 1942,OFF-PA-10002923-Xerox 1942
OFF-ST-10001128,Office Supplies,Storage,"Carina Mini System Audio Rack, Model AR050B",OFF-ST-10001128-Carina Mini 
OFF-PA-10000520,Office Supplies,Paper,Xerox 201,OFF-PA-10000520-Xerox 201
FUR-FU-10003832,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",FUR-FU-10003832-Eldon Expres
FUR-FU-10000409,Furniture,Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt",FUR-FU-10000409-GE 4 Foot Fl
TEC-PH-10004389,Technology,Phones,Nokia Lumia 925,TEC-PH-10004389-Nokia Lumia 
OFF-SU-10000946,Office Supplies,Supplies,Staple remover,OFF-SU-10000946-Staple remov
FUR-FU-10001546,Furniture,Furnishings,Dana Swing-Arm Lamps,FUR-FU-10001546-Dana Swing-A
OFF-PA-10000791,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",OFF-PA-10000791-Wirebound Me
OFF-PA-10003739,Office Supplies,Paper,Xerox 1969,OFF-PA-10003739-Xerox 1969
FUR-FU-10000771,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Smoke",FUR-FU-10000771-Eldon 200 Cl
OFF-ST-10002615,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts","OFF-ST-10002615-Dual Level, "
OFF-PA-10000327,Office Supplies,Paper,Xerox 1971,OFF-PA-10000327-Xerox 1971
OFF-EN-10003286,Office Supplies,Envelopes,Staple envelope,OFF-EN-10003286-Staple envel
OFF-AR-10003772,Office Supplies,Art,Boston 16750 Black Compact Battery Pencil Sharpener,OFF-AR-10003772-Boston 16750
OFF-AR-10003338,Office Supplies,Art,"Eberhard Faber 3 1/2"" Golf Pencils",OFF-AR-10003338-Eberhard Fab
FUR-FU-10002116,Furniture,Furnishings,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",FUR-FU-10002116-Tenex Carpet
FUR-CH-10000422,Furniture,Chairs,Global Highback Leather Tilter in Burgundy,FUR-CH-10000422-Global Highb
FUR-FU-10002685,Furniture,Furnishings,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",FUR-FU-10002685-Executive Im
FUR-FU-10004963,Furniture,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon",FUR-FU-10004963-Eldon 400 Cl
OFF-BI-10000174,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",OFF-BI-10000174-Wilson Jones
FUR-CH-10004875,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,FUR-CH-10004875-Harbour Crea
FUR-FU-10000305,Furniture,Furnishings,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",FUR-FU-10000305-Tenex V2T-RE
TEC-PH-10001459,Technology,Phones,Samsung Galaxy Mega 6.3,TEC-PH-10001459-Samsung Gala
FUR-FU-10002445,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",FUR-FU-10002445-DAX Two-Tone
OFF-PA-10000213,Office Supplies,Paper,Xerox 198,OFF-PA-10000213-Xerox 198
FUR-CH-10001797,Furniture,Chairs,"Safco Chair Connectors, 6/Carton",FUR-CH-10001797-Safco Chair 
OFF-PA-10003848,Office Supplies,Paper,Xerox 1997,OFF-PA-10003848-Xerox 1997
FUR-FU-10000755,Furniture,Furnishings,Eldon Expressions Mahogany Wood Desk Collection,FUR-FU-10000755-Eldon Expres
OFF-BI-10004654,Office Supplies,Binders,VariCap6 Expandable Binder,OFF-BI-10004654-VariCap6 Exp
FUR-FU-10000550,Furniture,Furnishings,Stacking Trays by OIC,FUR-FU-10000550-Stacking Tra
TEC-MA-10004521,Technology,Machines,Epson Perfection V600 Photo Scanner,TEC-MA-10004521-Epson Perfec
OFF-BI-10003655,Office Supplies,Binders,Durable Pressboard Binders,OFF-BI-10003655-Durable Pres
OFF-AP-10003779,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,OFF-AP-10003779-Kensington 7
OFF-FA-10002701,Office Supplies,Fasteners,Alliance Rubber Bands,OFF-FA-10002701-Alliance Rub
OFF-BI-10002799,Office Supplies,Binders,"SlimView Poly Binder, 3/8""",OFF-BI-10002799-SlimView Pol
OFF-AR-10003582,Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",OFF-AR-10003582-Boston Elect
FUR-FU-10004666,Furniture,Furnishings,DAX Clear Channel Poster Frame,FUR-FU-10004666-DAX Clear Ch
OFF-EN-10002312,Office Supplies,Envelopes,#10 Self-Seal White Envelopes,OFF-EN-10002312-#10 Self-Sea
FUR-CH-10002320,Furniture,Chairs,Hon Pagoda Stacking Chairs,FUR-CH-10002320-Hon Pagoda S
OFF-AR-10001216,Office Supplies,Art,Newell 339,OFF-AR-10001216-Newell 339
FUR-FU-10003247,Furniture,Furnishings,36X48 HARDFLOOR CHAIRMAT,FUR-FU-10003247-36X48 HARDFL
FUR-TA-10003837,Furniture,Tables,Anderson Hickey Conga Table Tops & Accessories,FUR-TA-10003837-Anderson Hic
TEC-PH-10002350,Technology,Phones,Apple EarPods with Remote and Mic,TEC-PH-10002350-Apple EarPod
TEC-AC-10000397,Technology,Accessories,"Perixx PERIBOARD-512B, Ergonomic Split Keyboard",TEC-AC-10000397-Perixx PERIB
TEC-AC-10004001,Technology,Accessories,Logitech Wireless Headset H600 Over-The-Head Design,TEC-AC-10004001-Logitech Wir
OFF-PA-10001534,Office Supplies,Paper,Xerox 230,OFF-PA-10001534-Xerox 230
FUR-FU-10002379,Furniture,Furnishings,Eldon Econocleat Chair Mats for Low Pile Carpets,FUR-FU-10002379-Eldon Econoc
TEC-PH-10000526,Technology,Phones,Vtech CS6719,TEC-PH-10000526-Vtech CS6719
OFF-PA-10001977,Office Supplies,Paper,Xerox 194,OFF-PA-10001977-Xerox 194
FUR-BO-10003660,Furniture,Bookcases,"Bush Cubix Collection Bookcases, Fully Assembled",FUR-BO-10003660-Bush Cubix C
OFF-BI-10001267,Office Supplies,Binders,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",OFF-BI-10001267-Universal Re
OFF-PA-10002741,Office Supplies,Paper,Xerox 1980,OFF-PA-10002741-Xerox 1980
OFF-PA-10001471,Office Supplies,Paper,Strathmore Photo Frame Cards,OFF-PA-10001471-Strathmore P
TEC-MA-10001972,Technology,Machines,Okidata C331dn Printer,TEC-MA-10001972-Okidata C331
FUR-FU-10003464,Furniture,Furnishings,"Seth Thomas 8 1/2"" Cubicle Clock",FUR-FU-10003464-Seth Thomas 
TEC-PH-10002200,Technology,Phones,Aastra 6757i CT Wireless VoIP phone,TEC-PH-10002200-Aastra 6757i
OFF-PA-10004438,Office Supplies,Paper,Xerox 1907,OFF-PA-10004438-Xerox 1907
FUR-FU-10004586,Furniture,Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,FUR-FU-10004586-G.E. Longer-
TEC-PH-10004908,Technology,Phones,Panasonic KX TS3282W Corded phone,TEC-PH-10004908-Panasonic KX
FUR-CH-10004495,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black",FUR-CH-10004495-Global Leath
TEC-MA-10000418,Technology,Machines,Cubify CubeX 3D Printer Double Head Print,TEC-MA-10000418-Cubify CubeX
OFF-BI-10004600,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,OFF-BI-10004600-Ibico Ibimas
OFF-BI-10004040,Office Supplies,Binders,Wilson Jones Impact Binders,OFF-BI-10004040-Wilson Jones
OFF-AR-10001615,Office Supplies,Art,Newell 34,OFF-AR-10001615-Newell 34
TEC-PH-10001299,Technology,Phones,Polycom CX300 Desktop Phone USB VoIP phone,TEC-PH-10001299-Polycom CX30
OFF-AR-10004260,Office Supplies,Art,Boston 1799 Powerhouse Electric Pencil Sharpener,OFF-AR-10004260-Boston 1799 
OFF-EN-10004773,Office Supplies,Envelopes,Staple envelope,OFF-EN-10004773-Staple envel
OFF-BI-10001787,Office Supplies,Binders,Wilson Jones Four-Pocket Poly Binders,OFF-BI-10001787-Wilson Jones
OFF-ST-10002957,Office Supplies,Storage,Sterilite Show Offs Storage Containers,OFF-ST-10002957-Sterilite Sh
OFF-FA-10001883,Office Supplies,Fasteners,"Alliance Super-Size Bands, Assorted Sizes",OFF-FA-10001883-Alliance Sup
TEC-PH-10001644,Technology,Phones,"BlueLounge Milo Smartphone Stand, White/Metallic",TEC-PH-10001644-BlueLounge M
OFF-LA-10000407,Office Supplies,Labels,Avery White Multi-Purpose Labels,OFF-LA-10000407-Avery White 
TEC-AC-10000420,Technology,Accessories,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,TEC-AC-10000420-Logitech G50
OFF-EN-10004846,Office Supplies,Envelopes,Letter or Legal Size Expandable Poly String Tie Envelopes,OFF-EN-10004846-Letter or Le
OFF-SU-10003567,Office Supplies,Supplies,Stiletto Hand Letter Openers,OFF-SU-10003567-Stiletto Han
OFF-ST-10002301,Office Supplies,Storage,Tennsco Commercial Shelving,OFF-ST-10002301-Tennsco Comm
TEC-PH-10003095,Technology,Phones,Samsung HM1900 Bluetooth Headset,TEC-PH-10003095-Samsung HM19
TEC-PH-10004912,Technology,Phones,Cisco SPA112 2 Port Phone Adapter,TEC-PH-10004912-Cisco SPA112
OFF-AR-10000799,Office Supplies,Art,Col-Erase Pencils with Erasers,OFF-AR-10000799-Col-Erase Pe
OFF-PA-10004609,Office Supplies,Paper,Xerox 221,OFF-PA-10004609-Xerox 221
TEC-PH-10003171,Technology,Phones,Plantronics Encore H101 Dual Earpieces Headset,TEC-PH-10003171-Plantronics 
OFF-AP-10000595,Office Supplies,Appliances,Disposable Triple-Filter Dust Bags,OFF-AP-10000595-Disposable T
TEC-AC-10003399,Technology,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,TEC-AC-10003399-Memorex Mini
TEC-MA-10002428,Technology,Machines,Fellowes Powershred HS-440 4-Sheet High Security Shredder,TEC-MA-10002428-Fellowes Pow
TEC-PH-10001128,Technology,Phones,Motorola Droid Maxx,TEC-PH-10001128-Motorola Dro
OFF-PA-10001033,Office Supplies,Paper,Xerox 1893,OFF-PA-10001033-Xerox 1893
TEC-AC-10000474,Technology,Accessories,Kensington Expert Mouse Optical USB Trackball for PC or Mac,TEC-AC-10000474-Kensington E
FUR-FU-10002963,Furniture,Furnishings,"Master Caster Door Stop, Gray",FUR-FU-10002963-Master Caste
FUR-FU-10000193,Furniture,Furnishings,Tenex Chairmats For Use with Hard Floors,FUR-FU-10000193-Tenex Chairm
OFF-BI-10000962,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",OFF-BI-10000962-Acco Flexibl
OFF-AP-10002867,Office Supplies,Appliances,Fellowes Command Center 5-outlet power strip,OFF-AP-10002867-Fellowes Com
FUR-BO-10002916,Furniture,Bookcases,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",FUR-BO-10002916-Rush Hierloo
FUR-TA-10004152,Furniture,Tables,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf","FUR-TA-10004152-Barricks 18"""
FUR-FU-10000672,Furniture,Furnishings,"Executive Impressions 10"" Spectator Wall Clock",FUR-FU-10000672-Executive Im
FUR-BO-10002598,Furniture,Bookcases,"Hon Metal Bookcases, Putty",FUR-BO-10002598-Hon Metal Bo
OFF-ST-10004950,Office Supplies,Storage,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",OFF-ST-10004950-Tenex Person
OFF-PA-10004610,Office Supplies,Paper,Xerox 1900,OFF-PA-10004610-Xerox 1900
FUR-FU-10000320,Furniture,Furnishings,OIC Stacking Trays,FUR-FU-10000320-OIC Stacking
FUR-CH-10003535,Furniture,Chairs,"Global Armless Task Chair, Royal Blue",FUR-CH-10003535-Global Armle
FUR-FU-10003919,Furniture,Furnishings,Eldon Executive Woodline II Cherry Finish Desk Accessories,FUR-FU-10003919-Eldon Execut
OFF-PA-10000174,Office Supplies,Paper,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",OFF-PA-10000174-Message Book
FUR-FU-10002703,Furniture,Furnishings,"Tenex Traditional Chairmats for Hard Floors, Average Lip, 36"" x 48""",FUR-FU-10002703-Tenex Tradit
TEC-PH-10002415,Technology,Phones,Polycom VoiceStation 500 Conference phone,TEC-PH-10002415-Polycom Voic
OFF-AR-10000657,Office Supplies,Art,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",OFF-AR-10000657-Binney & Smi
OFF-PA-10004996,Office Supplies,Paper,"Speediset Carbonless Redi-Letter 7"" x 8 1/2""",OFF-PA-10004996-Speediset Ca
OFF-PA-10003363,Office Supplies,Paper,Xerox 204,OFF-PA-10003363-Xerox 204
TEC-AC-10002305,Technology,Accessories,KeyTronic E03601U1 - Keyboard - Beige,TEC-AC-10002305-KeyTronic E
TEC-AC-10000990,Technology,Accessories,Imation Bio 2GB USB Flash Drive Imation Corp,TEC-AC-10000990-Imation Bio 
FUR-BO-10001608,Furniture,Bookcases,"Hon Metal Bookcases, Black",FUR-BO-10001608-Hon Metal Bo
FUR-BO-10000112,Furniture,Bookcases,"Bush Birmingham Collection Bookcase, Dark Cherry",FUR-BO-10000112-Bush Birming
TEC-PH-10004120,Technology,Phones,AT&T 1080 Phone,TEC-PH-10004120-AT&T 1080 Ph
OFF-BI-10003476,Office Supplies,Binders,Avery Metallic Poly Binders,OFF-BI-10003476-Avery Metall
TEC-MA-10002859,Technology,Machines,Ativa MDM8000 8-Sheet Micro-Cut Shredder,TEC-MA-10002859-Ativa MDM800
OFF-AP-10001947,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,OFF-AP-10001947-Acco 6 Outle
OFF-LA-10001982,Office Supplies,Labels,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,OFF-LA-10001982-Smead Alpha-
TEC-PH-10003484,Technology,Phones,Ooma Telo VoIP Home Phone System,TEC-PH-10003484-Ooma Telo Vo
OFF-PA-10000007,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",OFF-PA-10000007-Telephone Me
OFF-PA-10000552,Office Supplies,Paper,Xerox 200,OFF-PA-10000552-Xerox 200
TEC-MA-10001148,Technology,Machines,Okidata MB491 Multifunction Printer,TEC-MA-10001148-Okidata MB49
OFF-AR-10004062,Office Supplies,Art,Staples in misc. colors,OFF-AR-10004062-Staples in m
OFF-ST-10000321,Office Supplies,Storage,Akro Stacking Bins,OFF-ST-10000321-Akro Stackin
OFF-AR-10001149,Office Supplies,Art,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",OFF-AR-10001149-Avery Hi-Lit
TEC-AC-10002134,Technology,Accessories,Rosewill 107 Normal Keys USB Wired Standard Keyboard,TEC-AC-10002134-Rosewill 107
TEC-PH-10004071,Technology,Phones,PayAnywhere Card Reader,TEC-PH-10004071-PayAnywhere 
OFF-PA-10004039,Office Supplies,Paper,Xerox 1882,OFF-PA-10004039-Xerox 1882
TEC-AC-10002550,Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack",TEC-AC-10002550-Memorex 25GB
OFF-AR-10001725,Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners,OFF-AR-10001725-Boston Home 
OFF-AR-10004269,Office Supplies,Art,Newell 31,OFF-AR-10004269-Newell 31
OFF-BI-10003007,Office Supplies,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",OFF-BI-10003007-Premium Tran
OFF-PA-10002195,Office Supplies,Paper,Xerox 1966,OFF-PA-10002195-Xerox 1966
OFF-SU-10002522,Office Supplies,Supplies,Acme Kleen Earth Office Shears,OFF-SU-10002522-Acme Kleen E
TEC-AC-10004859,Technology,Accessories,"Maxell Pro 80 Minute CD-R, 10/Pack",TEC-AC-10004859-Maxell Pro 8
TEC-AC-10002558,Technology,Accessories,Imation Swivel Flash Drive USB flash drive - 8 GB,TEC-AC-10002558-Imation Swi
FUR-FU-10001731,Furniture,Furnishings,Acrylic Self-Standing Desk Frames,FUR-FU-10001731-Acrylic Self
OFF-SU-10004782,Office Supplies,Supplies,"Elite 5"" Scissors","OFF-SU-10004782-Elite 5"" Sci"
OFF-SU-10000432,Office Supplies,Supplies,Acco Side-Punched Conventional Columnar Pads,OFF-SU-10000432-Acco Side-Pu
OFF-LA-10004409,Office Supplies,Labels,Avery 492,OFF-LA-10004409-Avery 492
OFF-ST-10001031,Office Supplies,Storage,Adjustable Personal File Tote,OFF-ST-10001031-Adjustable P
OFF-LA-10000476,Office Supplies,Labels,"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",OFF-LA-10000476-Avery 05222 
OFF-AR-10002987,Office Supplies,Art,Prismacolor Color Pencil Set,OFF-AR-10002987-Prismacolor 
TEC-CO-10001571,Technology,Copiers,Sharp 1540cs Digital Laser Copier,TEC-CO-10001571-Sharp 1540cs
FUR-FU-10003026,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Black",FUR-FU-10003026-Eldon Regene
OFF-ST-10001034,Office Supplies,Storage,Eldon File Chest Portable File,OFF-ST-10001034-Eldon File C
TEC-AC-10000521,Technology,Accessories,"Verbatim Slim CD and DVD Storage Cases, 50/Pack",TEC-AC-10000521-Verbatim Sli
OFF-SU-10003002,Office Supplies,Supplies,Letter Slitter,OFF-SU-10003002-Letter Slitt
TEC-PH-10000730,Technology,Phones,Samsung Galaxy S4 Active,TEC-PH-10000730-Samsung Gala
FUR-CH-10004983,Furniture,Chairs,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,FUR-CH-10004983-Office Star 
OFF-FA-10001332,Office Supplies,Fasteners,"Acco Banker's Clasps, 5 3/4""-Long",OFF-FA-10001332-Acco Banker'
TEC-AC-10001874,Technology,Accessories,Logitech Wireless Anywhere Mouse MX for PC and Mac,TEC-AC-10001874-Logitech Wir
OFF-BI-10000494,Office Supplies,Binders,Acco Economy Flexible Poly Round Ring Binder,OFF-BI-10000494-Acco Economy
FUR-TA-10003469,Furniture,Tables,Balt Split Level Computer Training Table,FUR-TA-10003469-Balt Split L
OFF-AR-10003179,Office Supplies,Art,Dixon Ticonderoga Core-Lock Colored Pencils,OFF-AR-10003179-Dixon Ticond
FUR-CH-10003606,Furniture,Chairs,SAFCO Folding Chair Trolley,FUR-CH-10003606-SAFCO Foldin
FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",FUR-CH-10003298-Office Star 
OFF-LA-10003537,Office Supplies,Labels,Avery 515,OFF-LA-10003537-Avery 515
OFF-PA-10000069,Office Supplies,Paper,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",OFF-PA-10000069-TOPS 4 x 6 F
FUR-FU-10004017,Furniture,Furnishings,"Executive Impressions 13"" Chairman Wall Clock",FUR-FU-10004017-Executive Im
OFF-PA-10004733,Office Supplies,Paper,Things To Do Today Spiral Book,OFF-PA-10004733-Things To Do
TEC-AC-10004814,Technology,Accessories,Logitech Illuminated Ultrathin Keyboard with Backlighting,TEC-AC-10004814-Logitech Ill
OFF-SU-10002301,Office Supplies,Supplies,Serrated Blade or Curved Handle Hand Letter Openers,OFF-SU-10002301-Serrated Bla
OFF-BI-10004318,Office Supplies,Binders,Ibico EB-19 Dual Function Manual Binding System,OFF-BI-10004318-Ibico EB-19 
FUR-FU-10004164,Furniture,Furnishings,"Eldon 300 Class Desk Accessories, Black",FUR-FU-10004164-Eldon 300 Cl
TEC-AC-10001539,Technology,Accessories,Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology,TEC-AC-10001539-Logitech G43
TEC-PH-10002789,Technology,Phones,LG Exalt,TEC-PH-10002789-LG Exalt
OFF-BI-10004828,Office Supplies,Binders,GBC Poly Designer Binding Covers,OFF-BI-10004828-GBC Poly Des
OFF-AR-10001770,Office Supplies,Art,Economy #2 Pencils,OFF-AR-10001770-Economy #2 P
FUR-FU-10004904,Furniture,Furnishings,"Eldon ""L"" Workstation Diamond Chairmat","FUR-FU-10004904-Eldon ""L"" Wo"
FUR-FU-10002396,Furniture,Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size",FUR-FU-10002396-DAX Copper P
TEC-AC-10002331,Technology,Accessories,"Maxell 74 Minute CDR, 10/Pack",TEC-AC-10002331-Maxell 74 Mi
TEC-AC-10001090,Technology,Accessories,Micro Innovations Wireless Classic Keyboard with Mouse,TEC-AC-10001090-Micro Innova
FUR-BO-10004218,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",FUR-BO-10004218-Bush Heritag
TEC-PH-10001619,Technology,Phones,LG G3,TEC-PH-10001619-LG G3
OFF-PA-10000246,Office Supplies,Paper,Riverleaf Stik-Withit Designer Note Cubes,OFF-PA-10000246-Riverleaf St
OFF-PA-10001461,Office Supplies,Paper,HP Office Paper (20Lb. and 87 Bright),OFF-PA-10001461-HP Office Pa
OFF-AR-10004165,Office Supplies,Art,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",OFF-AR-10004165-Binney & Smi
OFF-EN-10001028,Office Supplies,Envelopes,Staple envelope,OFF-EN-10001028-Staple envel
TEC-PH-10003535,Technology,Phones,RCA ViSYS 25423RE1 Corded phone,TEC-PH-10003535-RCA ViSYS 25
FUR-FU-10001085,Furniture,Furnishings,3M Polarizing Light Filter Sleeves,FUR-FU-10001085-3M Polarizin
OFF-AR-10003481,Office Supplies,Art,Newell 348,OFF-AR-10003481-Newell 348
OFF-PA-10002606,Office Supplies,Paper,Xerox 1928,OFF-PA-10002606-Xerox 1928
FUR-FU-10003731,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",FUR-FU-10003731-Eldon Expres
OFF-AP-10001962,Office Supplies,Appliances,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,OFF-AP-10001962-Black & Deck
FUR-FU-10003798,Furniture,Furnishings,"Ultra Door Kickplate, 8""H x 34""W",FUR-FU-10003798-Ultra Door K
OFF-AR-10002704,Office Supplies,Art,Boston 1900 Electric Pencil Sharpener,OFF-AR-10002704-Boston 1900 
TEC-AC-10002942,Technology,Accessories,WD My Passport Ultra 1TB Portable External Hard Drive,TEC-AC-10002942-WD My Passpo
TEC-MA-10001016,Technology,Machines,Canon PC170 Desktop Personal Copier,TEC-MA-10001016-Canon PC170 
TEC-AC-10001553,Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",TEC-AC-10001553-Memorex 25GB
FUR-FU-10001215,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",FUR-FU-10001215-Howard Mille
OFF-PA-10002499,Office Supplies,Paper,Xerox 1890,OFF-PA-10002499-Xerox 1890
TEC-PH-10003215,Technology,Phones,Jackery Bar Premium Fast-charging Portable Charger,TEC-PH-10003215-Jackery Bar 
OFF-LA-10002945,Office Supplies,Labels,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",OFF-LA-10002945-Permanent Se
